FID,X,Y,MODIS LSAT (Reference),L8 LSAT Estimates
64,34.3367,-0.1246985,28.3831978,29.7876385
65,34.22563,-0.2559218,33.2139473,31.6527897
66,34.7635,-0.128549,29.3614979,31.3614979
67,34.45276,-0.2816316,30.2175312,31.2872862
68,34.345289,-0.1504083,32.3694763,33.9862453
69,34.81456,-0.219185,31.0827217,32.7652746
70,34.3365,-0.2879617,29.7136602,31.7136602
71,34.34562,-0.23567384,29.6833458,28.7862752
72,34.52675,-0.26409568,28.1811638,27.8968926
73,34.5672,-0.27234,28.3718758,28.6757247
74,34.67734,-0.28058,29.3698616,27.9872681
75,34.452745,-0.28667,29.2672768,31.7891798
76,34.34366,-0.136,35.6752752,32.2849062
77,34.452567,-0.28705,30.4146805,29.7881581
78,34.6834,-0.33787,33.4221497,32.8827872
79,34.675372,-0.32962,26.6123867,26.6123867
80,34.34627,-0.51776,35.7556686,36.5642622
81,34.22376,-0.2749733,27.4352726,28.7652742
82,34.16782,-0.2664918,31.5919514,31.2264722
83,34.56993,-0.1754863,29.7508106,29.2992828
84,34.45237,-0.14808,29.3428097,29.3428097
85,34.4543,-0.1934752,31.4241199,33.4241199
86,34.675628,-0.1246985,29.3125408,31.5408688
87,34.782678,-0.2559218,30.8923988,28.1923988
88,34.8776235,-0.128549,29.1595917,28.225917
89,34.4377,-0.2816316,30.381546,30.2338153
90,34.56543,-0.1504083,28.6934929,32.6934929
91,34.6274,-0.219185,29.2780361,29.2780361
92,34.73321,-0.2879617,31.1544456,31.1544456
93,34.2806,-0.23567384,35.2988873,34.2988873
94,34.2291,-0.26409568,29.6113853,27.613542
95,34.1776,-0.27234,34.289875,33.557345
96,34.11261,-0.28058,31.9223622,34.175222
97,34.20746,-0.28667,35.9610672,32.7610672
98,34.30231,-0.136,30.5531559,29.8531559
99,34.39716,-0.28705,30.6280708,30.0280454
100,34.49201,-0.33787,28.4792519,28.4792519
101,34.58686,-0.32962,27.3820229,28.620229
102,34.68171,-0.51776,36.697389,35.98292
103,34.77656,-0.2749733,35.6757389,36.099722
104,34.6883,-0.136,27.8262291,28.672397
105,34.8431,-0.28705,30.192482,29.782982
106,34.6333,-0.33787,30.7712193,31.716781
107,34.1963,-0.32962,29.0684681,30.0684681
108,34.445,-0.51776,29.1834885,28.7987151
109,34.5773,-0.2749733,30.7814922,31.2214922
110,34.6762,-0.2664918,35.9735985,35.7815781
111,34.76276,-0.1754863,35.6154175,36.6154175
112,34.67268,-0.14808,30.3288117,31.9871896
113,34.23748,-0.1934752,32.8110428,34.6735573
114,34.3367,-0.1246985,34.3831978,33.7876385
115,34.22563,-0.2559218,33.2139473,31.6527897
116,34.7635,-0.128549,28.3614979,31.3614979
117,34.45276,-0.2816316,25.2175312,26.2872862
118,34.345289,-0.1504083,32.3694763,33.9862453
119,34.81456,-0.219185,31.0827217,32.7652746
120,34.3365,-0.2879617,33.7136602,32.7136602
121,34.34562,-0.23567384,26.6833458,28.7867572
122,34.52675,-0.26409568,28.1811638,27.8968926
123,34.5672,-0.27234,34.3718758,35.6757247
124,34.67734,-0.28058,35.3698616,37.9872681
125,34.452745,-0.28667,32.2672768,31.7891798
126,34.34366,-0.136,34.6752752,35.2849062
127,34.452567,-0.28705,33.4146805,34.7881581
128,34.6834,-0.33787,33.4221497,32.8827872
129,34.675372,-0.32962,35.6123867,36.6123867
130,34.34627,-0.51776,35.7556686,36.5642622
131,34.22376,-0.2749733,37.3522726,37.7652742
132,34.16782,-0.2664918,33.5919514,33.2264722
133,34.56993,-0.1754863,29.7508106,30.992828
134,34.45237,-0.14808,29.3428097,29.3428097
135,34.4543,-0.1934752,29.4239199,33.4241199
136,34.675628,-0.1246985,31.3120408,31.5408688
137,34.782678,-0.2559218,27.8923988,28.1923988
138,34.8776235,-0.128549,35.1595917,33.2225917
139,34.4377,-0.2816316,30.814546,30.2338153
140,34.56543,-0.1504083,34.6934929,32.6934929
141,34.6274,-0.219185,34.2780361,34.2780361
142,34.73321,-0.2879617,36.1544456,31.1544456
143,34.2806,-0.23567384,29.2988873,34.2982433
144,34.2291,-0.26409568,29.6113853,27.613542
145,34.1776,-0.27234,34.289875,33.557345
146,34.11261,-0.28058,26.9223622,27.175222
147,34.20746,-0.28667,26.9610672,27.7610672
148,34.30231,-0.136,26.5531559,29.2531559
149,34.39716,-0.28705,30.6280708,30.0280454
150,34.49201,-0.33787,26.4792519,25.492519
151,34.58686,-0.32962,27.3820229,28.620229
152,34.68171,-0.51776,26.697389,28.9823292
153,34.77656,-0.2749733,29.6757389,29.099722
154,34.6883,-0.136,27.8262291,28.672397
155,34.8431,-0.28705,32.192482,27.782982
156,34.6333,-0.33787,28.7712193,32.716781
157,34.1963,-0.32962,27.0684681,28.0684681
158,34.445,-0.51776,30.1348885,24.7987151
159,34.5773,-0.2749733,28.7814922,27.9214922
160,34.6762,-0.2664918,27.9735985,28.7815781
161,34.76276,-0.1754863,31.6154175,29.6154175
162,34.67268,-0.14808,29.8738117,32.9871896
163,34.23748,-0.1934752,32.8110428,32.6735573
164,34.3367,-0.1246985,28.3831978,29.7876385
165,34.22563,-0.2559218,31.2139473,31.6527897
166,34.7635,-0.128549,32.3614979,31.3614979
167,34.45276,-0.2816316,30.2175312,29.2872862
168,34.345289,-0.1504083,32.3694763,31.9862453
169,34.81456,-0.219185,31.0827217,31.7652746
170,34.3365,-0.2879617,29.7136602,32.7136602
171,34.34562,-0.23567384,26.6833458,28.7862572
172,34.52675,-0.26409568,30.1811638,27.8968926
173,34.5672,-0.27234,27.3718758,28.6757247
174,34.67734,-0.28058,28.3698616,27.9872681
175,34.452745,-0.28667,33.2672768,31.7891798
176,34.34366,-0.136,31.6752752,32.2849062
177,34.452567,-0.28705,30.4146805,31.7881581
178,34.6834,-0.33787,30.4221497,30.8827872
179,34.675372,-0.32962,30.6123867,31.6123867
180,34.34627,-0.51776,35.7556686,32.5642622
181,34.22376,-0.2749733,27.352726,28.7652742
182,34.16782,-0.2664918,31.5919514,31.2264722
183,34.56993,-0.1754863,31.7508106,30.9932828
184,34.45237,-0.14808,29.3428097,29.3428097
185,34.4543,-0.1934752,31.4241199,31.4241199
186,34.675628,-0.1246985,31.3120408,31.540868
187,34.782678,-0.2559218,32.8923988,28.1923988
188,34.8776235,-0.128549,27.1595917,27.225917
189,34.4377,-0.2816316,28.381546,28.2338153
190,34.56543,-0.1504083,35.6934929,32.6934929
191,34.6274,-0.219185,27.2780361,27.2780361
192,34.73321,-0.2879617,34.1544456,31.1544456
193,34.2806,-0.23567384,26.2988873,26.2988873
194,34.2291,-0.26409568,29.6113853,27.613542
195,34.1776,-0.27234,34.2898375,33.557345
196,34.11261,-0.28058,33.9223622,33.175222
197,34.20746,-0.28667,28.9610672,28.7610672
198,34.30231,-0.136,27.5531559,29.2531559
199,34.39716,-0.28705,30.6280708,30.0280454
200,34.49201,-0.33787,34.4792519,32.4792519
201,34.58686,-0.32962,27.3820229,28.620229
202,34.68171,-0.51776,29.697389,29.918292
203,34.77656,-0.2749733,29.6757389,29.099722
204,34.6883,-0.136,35.8262291,38.672397
205,34.8431,-0.28705,32.192482,31.782982
206,34.6333,-0.33787,30.7712193,32.716781
207,34.1963,-0.32962,27.0684681,26.0684681
208,34.445,-0.51776,30.184885,28.7987151
209,34.5773,-0.2749733,34.7814922,34.2214922
210,34.6762,-0.2664918,27.9735985,27.7815781
211,34.76276,-0.1754863,26.6154175,27.6154175
212,34.67268,-0.14808,31.8738117,32.9871896
213,34.23748,-0.1934752,32.8110428,32.6735573
214,34.3367,-0.1246985,29.3831978,29.7876385
215,34.22563,-0.2559218,31.2139473,31.6527897
216,34.7635,-0.128549,34.3614979,31.3614979
217,34.45276,-0.2816316,30.2175312,26.2872862
218,34.345289,-0.1504083,32.3694763,35.9862453
219,34.81456,-0.219185,31.0827217,32.7652746
220,34.3365,-0.2879617,31.7136602,31.7136602
221,34.34562,-0.23567384,27.6833458,28.7867572
222,34.52675,-0.26409568,28.1811638,31.8968926
223,34.5672,-0.27234,27.3718758,28.6757247
224,34.67734,-0.28058,29.3698616,29.9872681
225,34.452745,-0.28667,28.2672768,28.7891798
226,34.34366,-0.136,28.6752752,28.2849062
227,34.452567,-0.28705,30.4146805,30.7881581
228,34.6834,-0.33787,31.4221497,30.8827872
229,34.675372,-0.32962,30.6123867,29.6123867
230,34.34627,-0.51776,31.7556686,31.5642622
231,34.22376,-0.2749733,27.352726,27.7652742
232,34.16782,-0.2664918,31.5919514,31.2264722
233,34.56993,-0.1754863,29.7508106,30.9292828
234,34.45237,-0.14808,29.3428097,29.3428097
235,34.4543,-0.1934752,31.4241199,31.4241199
236,34.675628,-0.1246985,31.3125408,31.5408688
237,34.782678,-0.2559218,32.8923988,28.1923988
238,34.8776235,-0.128549,29.1595917,28.225917
239,34.4377,-0.2816316,30.381546,30.2338153
240,34.56543,-0.1504083,34.6934929,33.6934929
241,34.6274,-0.219185,34.2780361,34.2780361
242,34.73321,-0.2879617,34.154456,31.154456
243,34.2806,-0.23567384,29.294413,30.2933873
244,34.2291,-0.26409568,29.6113853,27.613542
245,34.1776,-0.27234,34.289875,33.557345
246,34.11261,-0.28058,26.9223622,27.175222
247,34.20746,-0.28667,35.9610672,34.7610672
