FID,X,Y,MODIS LSAT (Reference),L8 LSAT Estimates
62,34.5773,-0.2749733,24.7814922,24.2214922
63,34.6762,-0.2664918,27.9735985,25.7815781
64,34.76276,-0.1754863,25.6154175,27.6154175
65,34.67268,-0.14808,19.8738117,21.9871896
66,34.23748,-0.1934752,27.8110428,27.5735573
67,34.3367,-0.1246985,24.3831978,24.7876385
68,34.22563,-0.2559218,23.2139473,21.6527897
69,34.7635,-0.128549,29.3614979,31.3614979
70,34.45276,-0.2816316,30.2175312,26.2872862
71,34.345289,-0.1504083,22.3694763,25.9862453
72,34.81456,-0.219185,21.0827217,22.7652746
73,34.3365,-0.2879617,24.7136602,23.7136602
74,34.34562,-0.23567384,26.6833458,28.7862572
75,34.52675,-0.26409568,26.1811638,27.8968926
76,34.5672,-0.27234,26.3718758,28.6757247
77,34.67734,-0.28058,25.3698616,27.9872681
78,34.452745,-0.28667,27.2672768,27.7891798
79,34.34366,-0.136,25.6752752,22.2849062
80,34.452567,-0.28705,20.4146805,21.7881581
81,34.6834,-0.33787,23.4221497,20.8827872
82,34.675372,-0.32962,26.6123867,26.6120367
83,34.34627,-0.51776,20.7556686,20.5642622
84,34.22376,-0.2749733,27.352726,24.7652742
85,34.16782,-0.2664918,22.5919514,21.2264722
86,34.56993,-0.1754863,19.7508106,20.1992828
87,34.45237,-0.14808,29.3428097,29.342097
88,34.4543,-0.1934752,32.4241199,33.4241099
89,34.675628,-0.1246985,21.31205408,21.5408688
90,34.782678,-0.2559218,22.8923988,20.1983988
91,34.8776235,-0.128549,25.1595917,23.225917
92,34.4377,-0.2816316,30.381546,30.2338153
93,34.56543,-0.1504083,17.6934929,18.6934929
94,34.6274,-0.219185,24.2780361,24.2789361
95,34.73321,-0.2879617,24.1544456,21.2546756
96,34.2806,-0.23567384,22.2988873,24.2988873
97,34.2291,-0.26409568,29.6113853,27.613542
98,34.1776,-0.27234,24.289875,23.557345
99,34.11261,-0.28058,26.9523622,27.175222
100,34.20746,-0.28667,25.9610672,24.7600672
101,34.30231,-0.136,20.5531559,19.2531559
102,34.39716,-0.28705,30.6280708,30.0280454
103,34.49201,-0.33787,22.4792519,22.14492519
104,34.58686,-0.32962,17.3820229,18.620229
105,34.68171,-0.51776,25.697389,25.982692
106,34.77656,-0.2749733,24.6757389,24.099722
107,34.6883,-0.136,25.8262291,28.672397
108,34.8431,-0.28705,32.192482,31.782982
109,34.6333,-0.33787,29.7712193,31.716781
110,34.1963,-0.32962,27.0684681,26.0684681
111,34.445,-0.51776,25.157885,24.7987151
112,34.5773,-0.2749733,24.7814922,24.2214922
113,34.6762,-0.2664918,27.9735985,25.7815781
114,34.76276,-0.1754863,25.6154175,27.6154175
115,34.67268,-0.14808,22.8738117,22.9871896
116,34.23748,-0.1934752,17.8110428,18.6735573
117,34.3367,-0.1246985,29.3831978,29.7876385
118,34.22563,-0.2559218,23.2139473,21.6527897
119,34.7635,-0.128549,29.3614979,31.3614979
120,34.45276,-0.2816316,30.2175312,30.2872862
121,34.345289,-0.1504083,22.3694763,25.9862453
122,34.81456,-0.219185,21.0827217,22.7652746
123,34.3365,-0.2879617,34.7136602,33.7136602
124,34.34562,-0.23567384,26.6833458,28.7627572
125,34.52675,-0.26409568,32.1811638,32.8968926
126,34.5672,-0.27234,26.3718758,28.6757247
127,34.67734,-0.28058,25.3698616,27.9872681
128,34.452745,-0.28667,27.2672768,27.7891798
129,34.34366,-0.136,25.6752752,22.2849062
130,34.452567,-0.28705,20.4146805,20.7881581
131,34.6834,-0.33787,23.4221497,20.8827872
132,34.675372,-0.32962,20.6123867,20.699367
133,34.34627,-0.51776,25.7556686,26.5642622
134,34.22376,-0.2749733,27.3572726,24.7652742
135,34.16782,-0.2664918,22.5919514,21.2264722
136,34.56993,-0.1754863,19.7508106,20.1292828
137,34.45237,-0.14808,29.3428097,33.0428097
138,34.4543,-0.1934752,31.4241199,33.4241199
139,34.675628,-0.1246985,31.3205408,31.5408688
140,34.782678,-0.2559218,22.8923988,20.1923988
141,34.8776235,-0.128549,25.1595917,23.5225917
142,34.4377,-0.2816316,24.2381546,23.2338153
143,34.56543,-0.1504083,24.6934929,23.6934929
144,34.6274,-0.219185,24.2780361,26.2280361
145,34.73321,-0.2879617,32.1544456,31.1544456
146,34.2806,-0.23567384,25.9788873,24.2988873
147,34.2291,-0.26409568,29.6113853,27.3613542
148,34.1776,-0.27234,24.289875,23.557345
149,34.11261,-0.28058,26.3223622,27.175222
150,34.20746,-0.28667,25.9610672,25.07630672
151,34.30231,-0.136,20.5531559,19.2531559
152,34.39716,-0.28705,30.6280708,30.0280454
153,34.49201,-0.33787,23.4792519,22.4792519
154,34.58686,-0.32962,17.3820229,18.620229
155,34.68171,-0.51776,25.697389,25.982692
156,34.77656,-0.2749733,24.6757389,24.099722
157,34.6883,-0.136,25.8262291,28.6723897
158,34.8431,-0.28705,30.192482,27.782982
159,34.6333,-0.33787,20.7712193,21.716781
160,34.1963,-0.32962,27.026849,27.0684
161,34.445,-0.51776,30.1888885,27.7987151
162,34.5773,-0.2749733,24.7814922,24.2214922
163,34.6762,-0.2664918,27.9735985,25.7815781
164,34.76276,-0.1754863,25.6154175,27.6154175
165,34.67268,-0.14808,19.8738117,22.9871896
166,34.23748,-0.1934752,22.8110428,23.4993573
167,34.3367,-0.1246985,24.3831978,24.7876385
168,34.22563,-0.2559218,23.2139473,21.6527897
169,34.7635,-0.128549,21.3614979,20.3614979
170,34.45276,-0.2816316,29.2175312,26.2872862
171,34.345289,-0.1504083,22.3694763,22.9862453
172,34.81456,-0.219185,21.0827217,22.7652746
173,34.3365,-0.2879617,24.7136602,22.7136602
174,34.34562,-0.23567384,26.6833458,28.7627572
175,34.52675,-0.26409568,18.1811638,17.8968926
176,34.5672,-0.27234,24.3718758,24.6757247
177,34.67734,-0.28058,25.3698616,27.9872681
178,34.452745,-0.28667,27.2672768,25.7891798
179,34.34366,-0.136,25.6752752,22.2849062
180,34.452567,-0.28705,20.4146805,20.7881581
181,34.6834,-0.33787,23.4221497,20.8827872
182,34.675372,-0.32962,23.6123867,24.06223867
183,34.34627,-0.51776,22.7556686,22.5642622
184,34.22376,-0.2749733,27.3582726,24.7652742
185,34.16782,-0.2664918,22.5919514,21.2264722
186,34.56993,-0.1754863,19.7508106,20.992828
187,34.45237,-0.14808,29.3428097,29.3428097
188,34.4543,-0.1934752,21.4241199,23.4241199
189,34.675628,-0.1246985,21.3105408,21.540868
190,34.782678,-0.2559218,22.8923988,22.1923988
191,34.8776235,-0.128549,25.1595917,23.225917
192,34.4377,-0.2816316,20.381546,20.2338153
193,34.56543,-0.1504083,34.6934929,32.6934929
194,34.6274,-0.219185,24.2780361,24.2780361
195,34.73321,-0.2879617,34.154456,34.154456
196,34.2806,-0.23567384,24.293873,24.294873
197,34.2291,-0.26409568,29.6113853,27.613542
198,34.1776,-0.27234,24.289875,23.557345
199,34.11261,-0.28058,35.923622,37.175222
200,34.20746,-0.28667,25.9610672,25.7610672
201,34.30231,-0.136,20.5531559,19.2531559
202,34.39716,-0.28705,30.6280708,30.0280454
203,34.49201,-0.33787,33.4792519,32.4792519
204,34.58686,-0.32962,27.3820229,28.620229
205,34.68171,-0.51776,24.697389,25.98292
206,34.77656,-0.2749733,24.6757389,24.099722
207,34.6883,-0.136,25.8262291,28.672397
208,34.8431,-0.28705,32.192482,30.782982
209,34.6333,-0.33787,30.7712193,31.716781
210,34.1963,-0.32962,27.0684681,26.0684681
211,34.445,-0.51776,30.1888885,30.7987151
212,34.5773,-0.2749733,24.7814922,24.2214922
213,34.6762,-0.2664918,27.9735985,25.7815781
214,34.76276,-0.1754863,25.6154175,27.6154175
215,34.67268,-0.14808,19.8738117,21.9871896
216,34.23748,-0.1934752,28.8110428,30.4735573
217,34.3367,-0.1246985,24.3831978,24.7876385
218,34.22563,-0.2559218,23.2139473,21.6527897
219,34.7635,-0.128549,29.3614979,31.3614979
220,34.45276,-0.2816316,30.2175312,30.2872862
221,34.345289,-0.1504083,22.3694763,22.9862453
222,34.81456,-0.219185,21.0827217,22.7652746
223,34.3365,-0.2879617,29.7136602,29.7136602
224,34.34562,-0.23567384,26.6833458,28.7867572
225,34.52675,-0.26409568,30.1811638,27.8968926
226,34.5672,-0.27234,29.3718758,28.6757247
227,34.67734,-0.28058,25.3698616,27.9872681
228,34.452745,-0.28667,27.2672768,26.7891798
229,34.34366,-0.136,25.6752752,25.2849062
230,34.452567,-0.28705,20.4146805,20.7881581
231,34.6834,-0.33787,23.4221497,20.8827872
232,34.675372,-0.32962,20.6123867,20.6172867
233,34.34627,-0.51776,25.7556686,26.5642622
234,34.22376,-0.2749733,27.352726,24.7652742
235,34.16782,-0.2664918,22.5919514,21.2264722
236,34.56993,-0.1754863,19.7508106,20.992828
237,34.45237,-0.14808,29.3428097,29.3428097
238,34.4543,-0.1934752,31.4241199,30.0424199
239,34.675628,-0.1246985,31.3125408,31.5408688
240,34.782678,-0.2559218,22.8923988,22.1923988
241,34.8776235,-0.128549,25.1595917,23.225917
242,34.4377,-0.2816316,30.381546,30.2338153
243,34.56543,-0.1504083,29.6934929,30.6914929
244,34.6274,-0.219185,24.2780361,24.2780361
245,34.73321,-0.2879617,34.1544456,33.1244456
246,34.2806,-0.23567384,20.2988873,20.2918873
247,34.2291,-0.26409568,29.6113853,27.613542
248,34.1776,-0.27234,24.289875,23.557345
249,34.11261,-0.28058,26.92223622,27.175222
250,34.20746,-0.28667,25.9610672,25.7620672
251,34.30231,-0.136,20.5531559,19.2531559
252,34.39716,-0.28705,30.6280708,30.0280454
253,34.49201,-0.33787,22.4792519,22.4799205
254,34.58686,-0.32962,17.3820229,18.620229
255,34.68171,-0.51776,23.697389,25.98292
256,34.77656,-0.2749733,24.6757389,24.099722
