FID,X,Y,S3 OLCI Chl-a (Reference),L8 Chl-a Estimates
203,34.6333,-0.33787,25.3831978,29.7876385
204,34.1963,-0.32962,20.2139473,20.6527897
205,34.445,-0.51776,21.3614979,20.3614979
206,34.5773,-0.2749733,10.2175312,5.2872862
207,34.6762,-0.2664918,22.3694763,25.9862453
208,34.76276,-0.1754863,21.0827217,22.7652746
209,34.67268,-0.14808,12.7136602,12.7136602
210,34.23748,-0.1934752,11.6833458,11.7862572
211,34.3367,-0.1246985,16.1811638,18.8968926
212,34.22563,-0.2559218,28.3718758,28.6757247
213,34.7635,-0.128549,25.3698616,27.9872681
214,34.45276,-0.2816316,20.2672768,21.7891798
215,34.345289,-0.1504083,22.6752752,22.2849062
216,34.81456,-0.219185,3.4146805,2.9881581
217,34.3365,-0.2879617,23.4221497,20.8827872
218,34.34562,-0.23567384,36.6123867,38.6123867
219,34.52675,-0.26409568,9.7556686,10.5642622
220,34.5672,-0.27234,17.352726,18.7652742
221,34.67734,-0.28058,24.5919514,21.2264722
222,34.452745,-0.28667,19.7508106,20.992828
223,34.34366,-0.136,29.3428097,19.3428097
224,34.452567,-0.28705,13.4241199,23.093833
225,34.6834,-0.33787,22.086887,26.5408688
226,34.675372,-0.32962,31.9223988,30.8923988
227,34.34627,-0.51776,4.9591715,5.1595917
228,34.22376,-0.2749733,20.546381,20.381546
229,34.16782,-0.2664918,13.6934929,8.4293492
230,34.56993,-0.1754863,24.2780361,24.2780361
231,34.45237,-0.14808,11.1544456,21.1544456
232,34.4543,-0.1934752,25.2988873,28.2988873
233,34.675628,-0.1246985,9.9113853,8.6223853
234,34.782678,-0.2559218,16.289875,12.1277875
235,34.8776235,-0.128549,33.2923622,31.2123622
236,34.4377,-0.2816316,25.3210672,25.9610672
237,34.56543,-0.1504083,32.7623359,30.5531559
238,34.6274,-0.219185,30.6280708,30.6280708
239,34.73321,-0.2879617,13.4792519,10.4792519
240,34.2806,-0.23567384,7.2433366,7.3820229
241,34.2291,-0.26409568,9.8262291,7.222397
242,34.1776,-0.27234,32.192482,27.552762
243,34.11261,-0.28058,24.7712193,24.716781
244,34.20746,-0.28667,27.0684681,22.0684681
245,34.30231,-0.136,17.1888885,23.7987151
246,34.39716,-0.28705,24.1124922,24.7814922
247,34.49201,-0.33787,17.9735985,15.8778282
248,34.58686,-0.32962,29.6154175,31.186287
249,34.68171,-0.51776,19.8738117,22.9871896
250,34.77656,-0.2749733,22.8110428,31.6735573
251,34.6883,-0.136,25.3831978,29.7876385
252,34.8431,-0.28705,20.2139473,20.6527897
253,34.6333,-0.33787,21.3614979,20.3614979
254,34.1963,-0.32962,10.2175312,5.2872862
255,34.445,-0.51776,22.3694763,25.9862453
256,34.5773,-0.2749733,21.0827217,22.7652746
257,34.6762,-0.2664918,12.7136602,12.7136602
258,34.76276,-0.1754863,11.6833458,11.78627572
259,34.67268,-0.14808,16.1811638,18.8968926
260,34.23748,-0.1934752,28.3718758,28.6757247
261,34.3367,-0.1246985,25.3698616,27.9872681
262,34.22563,-0.2559218,20.2672768,21.7891798
263,34.7635,-0.128549,22.6752752,22.2849062
264,34.45276,-0.2816316,2.2146805,2.92881581
265,34.345289,-0.1504083,23.4221497,20.8827872
266,34.81456,-0.219185,33.6123867,41.0123867
267,34.3365,-0.2879617,9.7556686,10.5642622
268,34.34562,-0.23567384,18.352726,14.7652742
269,34.52675,-0.26409568,24.5919514,21.2264722
270,34.5672,-0.27234,19.7508106,20.992828
271,34.67734,-0.28058,29.3428097,19.3428097
272,34.452745,-0.28667,13.4241199,23.093833
273,34.34366,-0.136,22.086887,26.5408688
274,34.452567,-0.28705,31.9223988,30.8923988
275,34.6834,-0.33787,4.9591715,5.1595917
276,34.675372,-0.32962,20.546381,20.381546
277,34.34627,-0.51776,13.6934929,8.4293492
278,34.22376,-0.2749733,24.2780361,24.2780361
279,34.16782,-0.2664918,11.1544456,21.1544456
280,34.56993,-0.1754863,27.2988873,29.2988873
281,34.45237,-0.14808,9.9113853,8.6223853
282,34.4543,-0.1934752,12.289875,11.1277875
283,34.675628,-0.1246985,33.2923622,31.2123622
284,34.782678,-0.2559218,25.3210672,25.9610672
285,34.8776235,-0.128549,32.7623359,30.5531559
286,34.4377,-0.2816316,30.6280708,30.6280708
287,34.56543,-0.1504083,13.4792519,10.4792519
288,34.6274,-0.219185,7.2433366,7.3820229
289,34.73321,-0.2879617,9.8262291,8.222397
290,34.2806,-0.23567384,32.192482,27.552762
291,34.2291,-0.26409568,24.7712193,24.716781
292,34.1776,-0.27234,27.0684681,22.0684681
293,34.11261,-0.28058,29.1888885,26.7987151
294,34.20746,-0.28667,24.1124922,24.7814922
295,34.30231,-0.136,17.9735985,15.8778282
296,34.39716,-0.28705,29.6154175,31.186287
297,34.49201,-0.33787,19.8738117,22.9871896
298,34.58686,-0.32962,22.8110428,31.6735573
299,34.68171,-0.51776,25.3831978,29.7876385
300,34.77656,-0.2749733,20.2139473,20.6527897
301,34.6883,-0.136,21.3614979,20.3614979
302,34.8431,-0.28705,10.2175312,5.2872862
303,34.6333,-0.33787,22.3694763,25.9862453
304,34.1963,-0.32962,21.0827217,22.7652746
305,34.445,-0.51776,12.7136602,12.7136602
306,34.5773,-0.2749733,11.6833458,11.78627572
307,34.6762,-0.2664918,16.1811638,18.8968926
308,34.76276,-0.1754863,28.3718758,28.6757247
309,34.67268,-0.14808,25.3698616,27.9872681
310,34.23748,-0.1934752,20.2672768,21.7891798
311,34.3367,-0.1246985,22.6752752,22.2849062
312,34.22563,-0.2559218,2.1146805,2.3881581
313,34.7635,-0.128549,23.4221497,20.8827872
314,34.45276,-0.2816316,30.6123867,33.6123867
315,34.345289,-0.1504083,9.7556686,10.5642622
316,34.81456,-0.219185,14.352726,16.7652742
317,34.3365,-0.2879617,24.5919514,21.2264722
318,34.34562,-0.23567384,19.7508106,20.992828
319,34.52675,-0.26409568,29.3428097,19.3428097
320,34.5672,-0.27234,13.4241199,23.093833
321,34.67734,-0.28058,22.086887,26.5408688
322,34.452745,-0.28667,31.9223988,30.8923988
323,34.34366,-0.136,4.9591715,5.1595917
324,34.452567,-0.28705,20.546381,20.381546
325,34.6834,-0.33787,13.6934929,8.4293492
326,34.675372,-0.32962,24.2780361,24.2780361
327,34.34627,-0.51776,11.1544456,21.1544456
328,34.22376,-0.2749733,27.2988873,31.2988873
329,34.16782,-0.2664918,9.9113853,8.6223853
330,34.56993,-0.1754863,11.289875,11.1277875
331,34.45237,-0.14808,33.2923622,31.2123622
332,34.4543,-0.1934752,25.3210672,25.9610672
333,34.675628,-0.1246985,32.7623359,30.5531559
334,34.782678,-0.2559218,30.6280708,30.6280708
335,34.8776235,-0.128549,13.4792519,10.4792519
336,34.4377,-0.2816316,7.2433366,7.3820229
337,34.56543,-0.1504083,9.8262291,7.222397
338,34.6274,-0.219185,32.192482,27.552762
339,34.73321,-0.2879617,24.7712193,24.716781
340,34.2806,-0.23567384,27.0684681,22.0684681
341,34.2291,-0.26409568,27.1888885,26.7987151
342,34.1776,-0.27234,24.1124922,24.7814922
343,34.11261,-0.28058,17.9735985,15.8778282
344,34.20746,-0.28667,29.6154175,31.186287
345,34.30231,-0.136,19.8738117,22.9871896
346,34.39716,-0.28705,22.8110428,31.6735573
347,34.49201,-0.33787,25.3831978,29.7876385
348,34.58686,-0.32962,20.2139473,20.6527897
349,34.68171,-0.51776,21.3614979,20.3614979
350,34.77656,-0.2749733,10.2175312,5.2872862
351,34.6883,-0.136,22.3694763,25.9862453
352,34.8431,-0.28705,21.0827217,22.7652746
353,34.6333,-0.33787,12.7136602,12.7136602
354,34.1963,-0.32962,11.6833458,11.78627572
355,34.445,-0.51776,16.1811638,18.8968926
356,34.5773,-0.2749733,28.3718758,28.6757247
357,34.6762,-0.2664918,25.3698616,27.9872681
358,34.76276,-0.1754863,20.2672768,21.7891798
359,34.67268,-0.14808,22.6752752,22.2849062
360,34.23748,-0.1934752,2.4146805,1.9881581
361,34.3367,-0.1246985,23.4221497,20.8827872
362,34.22563,-0.2559218,31.6123867,32.1123867
363,34.7635,-0.128549,9.7556686,10.5642622
364,34.45276,-0.2816316,19.352726,21.7652742
365,34.345289,-0.1504083,24.5919514,21.2264722
366,34.81456,-0.219185,19.7508106,20.992828
367,34.3365,-0.2879617,29.3428097,19.3428097
368,34.34562,-0.23567384,13.4241199,23.093833
369,34.52675,-0.26409568,22.086887,26.5408688
370,34.5672,-0.27234,31.9223988,30.8923988
371,34.67734,-0.28058,4.9591715,5.1595917
372,34.452745,-0.28667,20.546381,20.381546
373,34.34366,-0.136,13.6934929,8.4293492
374,34.452567,-0.28705,24.2780361,24.2780361
375,34.6834,-0.33787,11.1544456,21.1544456
376,34.675372,-0.32962,28.2988873,31.2988873
377,34.34627,-0.51776,9.9113853,8.6223853
378,34.22376,-0.2749733,11.289875,10.1277875
379,34.16782,-0.2664918,33.2923622,31.2123622
380,34.56993,-0.1754863,25.3210672,25.9610672
381,34.45237,-0.14808,32.7623359,30.5531559
382,34.4543,-0.1934752,30.6280708,30.6280708
383,34.675628,-0.1246985,13.4792519,10.4792519
384,34.782678,-0.2559218,7.2433366,7.3820229
385,34.8776235,-0.128549,4.8262291,8.222397
386,34.4377,-0.2816316,32.192482,27.552762
387,34.56543,-0.1504083,24.7712193,24.716781
388,34.6274,-0.219185,27.0684681,22.0684681
389,34.73321,-0.2879617,28.1888885,27.7987151
390,34.2806,-0.23567384,24.1124922,24.7814922
391,34.2291,-0.26409568,17.9735985,15.8778282
392,34.1776,-0.27234,29.6154175,31.186287
393,34.11261,-0.28058,19.8738117,22.9871896
394,34.20746,-0.28667,22.8110428,31.6735573
395,34.30231,-0.136,25.3831978,29.7876385
396,34.39716,-0.28705,20.2139473,20.6527897
397,34.49201,-0.33787,21.3614979,20.3614979
398,34.58686,-0.32962,10.2175312,5.2872862
399,34.68171,-0.51776,22.3694763,25.9862453
400,34.77656,-0.2749733,21.0827217,22.7652746
401,34.6883,-0.136,12.7136602,12.7136602
402,34.8431,-0.28705,11.6833458,11.78627572
403,34.6333,-0.33787,16.1811638,18.8968926
404,34.1963,-0.32962,28.3718758,28.6757247
405,34.445,-0.51776,25.3698616,27.9872681
406,34.5773,-0.2749733,20.2672768,21.7891798
407,34.6762,-0.2664918,22.6752752,22.2849062
408,34.76276,-0.1754863,1.4146805,2.00281581
409,34.67268,-0.14808,23.4221497,20.8827872
410,34.23748,-0.1934752,32.6123867,37.6123867
411,34.3367,-0.1246985,9.7556686,10.5642622
412,34.22563,-0.2559218,16.352726,17.7652742
413,34.7635,-0.128549,24.5919514,21.2264722
414,34.45276,-0.2816316,19.7508106,20.992828
415,34.345289,-0.1504083,29.3428097,19.3428097
416,34.81456,-0.219185,13.4241199,23.093833
417,34.3365,-0.2879617,22.086887,26.5408688
418,34.34562,-0.23567384,31.9223988,30.8923988
419,34.52675,-0.26409568,4.9591715,5.1595917
420,34.5672,-0.27234,20.546381,20.381546
421,34.67734,-0.28058,13.6934929,8.4293492
422,34.452745,-0.28667,24.2780361,24.2780361
423,34.34366,-0.136,11.1544456,21.1544456
424,34.452567,-0.28705,26.2988873,31.2988873
425,34.6834,-0.33787,9.9113853,8.6223853
426,34.675372,-0.32962,10.289875,15.1277875
427,34.34627,-0.51776,33.2923622,31.2123622
428,34.22376,-0.2749733,25.3210672,25.9610672
429,34.16782,-0.2664918,32.7623359,30.5531559
430,34.56993,-0.1754863,30.6280708,30.6280708
431,34.45237,-0.14808,13.4792519,10.4792519
432,34.4543,-0.1934752,7.2433366,7.3820229
433,34.675628,-0.1246985,9.2262291,8.222397
434,34.782678,-0.2559218,32.192482,27.552762
435,34.8776235,-0.128549,24.7712193,24.716781
436,34.4377,-0.2816316,27.0684681,22.0684681
437,34.56543,-0.1504083,22.1888885,17.7987151
438,34.6274,-0.219185,24.1124922,24.7814922
439,34.73321,-0.2879617,17.9735985,15.8778282
440,34.2806,-0.23567384,29.6154175,31.186287
441,34.2291,-0.26409568,19.8738117,22.9871896
442,34.1776,-0.27234,22.8110428,31.6735573
443,34.11261,-0.28058,25.3831978,29.7876385
444,34.20746,-0.28667,20.2139473,20.6527897
445,34.30231,-0.136,21.3614979,20.3614979
446,34.39716,-0.28705,10.2175312,5.2872862
447,34.49201,-0.33787,22.3694763,25.9862453
448,34.58686,-0.32962,21.0827217,22.7652746
449,34.68171,-0.51776,12.7136602,12.7136602
450,34.77656,-0.2749733,11.6833458,11.78627572
451,34.6883,-0.136,16.1811638,18.8968926
452,34.8431,-0.28705,28.3718758,28.6757247
453,34.6333,-0.33787,25.3698616,27.9872681
454,34.1963,-0.32962,20.2672768,21.7891798
455,34.445,-0.51776,22.6752752,22.2849062
456,34.5773,-0.2749733,2.4146805,1.7881581
457,34.6762,-0.2664918,23.4221497,20.8827872
458,34.76276,-0.1754863,35.6123867,41.6123867
459,34.67268,-0.14808,9.7556686,10.5642622
460,34.23748,-0.1934752,16.352726,18.7652742
461,34.3367,-0.1246985,24.5919514,21.2264722
462,34.22563,-0.2559218,19.7508106,20.992828
463,34.7635,-0.128549,29.3428097,19.3428097
464,34.45276,-0.2816316,13.4241199,23.093833
465,34.345289,-0.1504083,22.086887,26.5408688
466,34.81456,-0.219185,31.9223988,30.8923988
467,34.3365,-0.2879617,4.9591715,5.1595917
468,34.34562,-0.23567384,20.546381,20.381546
469,34.52675,-0.26409568,13.6934929,8.4293492
470,34.5672,-0.27234,24.2780361,24.2780361
471,34.67734,-0.28058,11.1544456,21.1544456
472,34.452745,-0.28667,23.2988873,15.2988873
473,34.34366,-0.136,9.9113853,8.6223853
474,34.452567,-0.28705,10.289875,14.1277875
475,34.6834,-0.33787,33.2923622,31.2123622
476,34.675372,-0.32962,25.3210672,25.9610672
477,34.34627,-0.51776,32.7623359,30.5531559
478,34.22376,-0.2749733,30.6280708,30.6280708
479,34.16782,-0.2664918,13.4792519,10.4792519
480,34.56993,-0.1754863,7.2433366,7.3820229
483,34.675628,-0.1246985,8.8262291,9.222397
484,34.782678,-0.2559218,32.192482,27.552762
485,34.8776235,-0.128549,24.7712193,24.716781
486,34.4377,-0.2816316,27.0684681,22.0684681
487,34.56543,-0.1504083,26.1888885,22.7987151
488,34.6274,-0.219185,24.1124922,24.7814922
489,34.73321,-0.2879617,17.9735985,15.8778282
490,34.2806,-0.23567384,29.6154175,31.186287
491,34.2291,-0.26409568,19.8738117,22.9871896
492,34.1776,-0.27234,22.8110428,31.6735573
493,34.11261,-0.28058,25.3831978,29.7876385
494,34.20746,-0.28667,20.2139473,20.6527897
495,34.30231,-0.136,21.3614979,20.3614979
496,34.39716,-0.28705,10.2175312,5.2872862
497,34.49201,-0.33787,22.3694763,25.9862453
498,34.58686,-0.32962,21.0827217,22.7652746
499,34.68171,-0.51776,12.7136602,12.7136602
500,34.77656,-0.2749733,11.6833458,11.78627572
501,34.6883,-0.136,16.1811638,18.8968926
